Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
26,32620,490,0,1,4,18777,24,0,2,1,440,0.2730380345894523,2,0,0.0739580608534535,0,2,0,11,29,737,249,79568,12453,2718.333333333333,0.8442934444087977,6,67115,0.2487769999999999,0.2563165302112952,1008.1177249606076,0.532722645601695,0,49.0
57,52424,529,0,3,35,17095,36,0,0,0,1033,0.4192021272470569,2,1,0.0715634302271557,1,0,0,26,1,987,1097,105111,11496,4368.666666666667,0.869176137150571,5,93615,0.237595,0.2265215077095973,658.6473624251257,0.3872228053773368,0,65.0
21,45174,599,0,1,0,23007,36,0,3,2,366,0.3153669715011525,7,0,0.2016361765658159,0,0,0,16,10,5404,628,17686,14457,3764.5,0.6562276449452933,2,3229,0.208507,0.1934710568227569,847.3881352569796,0.3223238505132101,0,53.0
37,56798,629,2,0,16,58960,48,0,5,2,782,0.4986563391470545,4,1,0.17929058852047,0,1,0,32,22,2201,541,208806,23282,4733.166666666667,0.726058414308859,6,185524,0.23946,0.2676914067190038,2013.570076148732,0.5906341933480895,0,47.0
39,45783,509,0,2,14,23921,72,0,1,1,328,0.2208999535266871,7,2,0.1557605226529353,0,4,0,29,4,8676,540,41169,40253,3815.25,0.9226831559978752,10,10688,0.284421,0.3050540897966596,727.4553097778287,0.2766411925241671,0,54.0
38,32349,532,0,2,12,6294,96,1,2,2,296,0.2414599375598887,1,0,0.1069992641044675,0,2,0,23,22,2488,532,33608,7019,2695.75,0.6644208905064328,3,26589,0.275294,0.3029557607594638,174.86634591279594,0.1746698862701645,0,51.0
55,33201,619,0,3,29,33001,60,0,0,2,444,0.2151058960520611,3,2,0.243844297027386,0,2,0,23,28,3025,942,53608,3849,2766.75,0.776741989642608,6,49759,0.228501,0.2402435499390704,949.8382186847832,0.5037817723628023,0,50.0
22,20271,577,0,3,4,58696,96,0,3,0,967,0.1224018837883628,2,0,0.1556389498851884,0,0,0,11,11,2635,4352,245497,21355,1689.25,0.7852739153531304,5,224142,0.305196,0.3073812575082507,1648.9511301835291,1.548587319925132,0,47.0
43,24283,520,0,1,22,40476,96,1,2,0,323,0.0074988370938353,3,1,0.4990119394627393,0,4,0,18,18,3821,1295,108376,52933,2023.5833333333333,0.9190435372326342,5,55443,0.315476,0.3331252883527771,1211.036347367308,0.7580791569578593,0,55.0
38,21780,605,0,3,17,10475,96,2,0,0,253,0.4736815917174001,5,2,0.0223814465905894,0,1,0,26,1,8184,297,151646,64504,1815.0,0.8305980567357164,6,87142,0.242975,0.2170621814295498,230.7576461837879,0.2665331383932715,0,52.0
29,56115,593,0,2,8,24026,36,1,0,0,803,0.5691126609777681,6,1,0.5896283020517578,0,1,0,32,13,348,899,24055,74254,4676.25,0.755228126283179,5,3563,0.212526,0.2352566980590009,936.6352414056196,0.3720150208833188,0,59.0
57,30980,619,0,0,33,12625,48,0,2,1,530,0.3047360035528205,4,2,0.2210862445744367,0,1,0,28,20,1251,2527,30564,16286,2581.6666666666665,0.8398319858946143,8,14278,0.198125,0.2015428338955341,385.22188113213696,0.3545081527948884,0,50.0
38,35167,592,0,0,18,19625,60,0,0,1,594,0.1810917398977455,2,1,0.1814309660874294,0,2,0,20,4,514,1109,68663,8680,2930.583333333333,0.8541388280521215,3,59983,0.228625,0.246684713901933,572.211591857831,0.3979452072196653,0,51.0
33,35010,523,0,0,12,91275,84,1,3,3,579,0.231134149995531,2,2,0.3412935390864807,0,1,0,22,1,1929,619,61722,111783,2917.5,0.9257768815868604,7,2234,0.354775,0.3755075538603709,3088.290447470953,1.2569975826807038,0,59.0
42,40242,507,0,1,20,67820,60,1,3,0,697,0.7677779059607764,2,0,0.0840461412175524,0,0,0,23,1,1582,1877,90746,53496,3353.5,0.8572556337927619,7,37250,0.31932,0.3589541796839426,2445.96344218614,0.9372188585615449,0,57.0
44,27655,592,0,2,20,29169,60,0,4,1,449,0.2800841377277486,1,2,0.3869908396943368,0,2,0,27,8,3099,1284,191608,15957,2304.583333333333,0.9752533460991636,3,175651,0.238169,0.2202167034804919,805.9754790740222,0.5445563460093388,0,53.0
23,30434,549,1,2,0,32860,60,1,3,2,169,0.0245467133564807,3,0,0.1604163623546332,0,3,0,27,29,772,219,31225,8571,2536.1666666666665,0.8986837550742581,2,22654,0.26336,0.3003489086691351,1063.8369285490412,0.486102488749047,0,53.0
54,76844,604,0,3,34,37350,24,1,3,1,488,0.4389990155685682,3,0,0.2382707068563532,0,0,0,19,3,10469,3417,54118,13077,6403.666666666667,0.8907480328007482,5,41041,0.2103499999999999,0.181421035274669,1867.230716185927,0.3677940840434011,0,53.0
29,51011,569,0,3,8,11948,48,0,0,2,578,0.0388202424691242,4,0,0.4878877916040941,0,0,0,26,28,1259,2813,78117,30705,4250.916666666667,0.7373354633163524,6,47412,0.222448,0.2185972664041653,375.52532283463694,0.2243105187903715,0,55.0
55,105957,638,0,1,32,19920,72,1,2,3,252,0.4199212489770219,2,3,0.143546343170055,0,2,1,29,22,3490,561,4051,10665,8829.75,0.8210556534090904,9,3720,0.21592,0.2141397992788354,493.6068569697249,0.0844425784387695,1,42.400000000000006
40,59611,479,0,2,16,20267,84,0,0,1,414,0.5092031386858855,5,1,0.2525005041591523,0,4,0,23,15,13248,4093,19856,35042,4967.583333333333,0.7551434066714564,6,9443,0.305767,0.3085175337233359,591.1474225521612,0.2023413308051523,0,53.0
35,42021,585,1,3,12,22170,108,3,3,2,145,0.1234297104049967,2,1,0.2377569238942433,0,0,0,25,10,3496,629,17216,44919,3501.75,0.9718721133278274,4,10717,0.2746699999999999,0.2216485186828733,475.34757730487627,0.1771535881501752,0,55.0
31,44835,602,2,3,7,34152,48,0,3,0,225,0.260766170180817,5,1,0.2564343363887953,0,2,0,26,27,2277,1121,14554,5638,3736.25,0.5277586392131087,6,8916,0.228152,0.2492360586269567,1130.927571766702,0.3629113607940319,0,53.0
40,43555,492,0,1,20,9950,24,2,0,1,311,0.1714032037139771,3,0,0.1145617451162791,0,0,0,25,26,1877,229,11539,26469,3629.5833333333335,0.6684728614303723,8,3759,0.2389499999999999,0.2267905826430701,519.5303272837348,0.228822498620246,1,40.0
46,30608,609,0,2,27,14818,84,2,0,2,295,0.2224883243546569,1,1,0.4649227700031214,0,0,0,19,5,613,113,195624,26297,2550.6666666666665,0.9251552462976308,3,169327,0.235318,0.2555946779990835,380.38458766779314,0.2647874755623862,0,52.0
59,57294,654,2,2,35,22965,24,1,0,1,444,0.3929302004105759,1,2,0.2089441850181967,0,0,0,25,28,6344,1038,55465,25883,4774.5,0.8439681180958603,6,29582,0.170965,0.1545072340479565,1118.4200102721427,0.3272426453601723,1,39.2
23,71570,557,0,2,1,18165,24,1,5,1,600,0.1104272741614269,0,0,0.1965625329026238,0,2,0,22,29,2228,6328,78350,9327,5964.166666666667,0.9590892404938952,7,69023,0.2146649999999999,0.1847215722147913,911.0208189527024,0.2533498648516477,1,37.6
58,89577,576,0,2,35,14193,48,0,2,1,376,0.693975501653479,3,1,0.056241930869127,0,1,0,25,6,901,1298,26210,40650,7464.75,0.8020230857105307,4,5425,0.221193,0.1913781765544688,425.4052493577825,0.1073586187558568,1,42.400000000000006
33,56650,605,0,4,11,12652,36,1,1,1,336,0.4234308630650563,4,0,0.0441568040602275,0,4,0,21,15,242,131,261435,11144,4720.833333333333,0.8372135908452825,2,250291,0.195152,0.2164127524804118,480.8408279537298,0.1730289485515403,1,33.6
41,26415,631,0,0,16,26377,36,0,1,1,497,0.6477164745303465,3,1,0.2155095140322857,0,1,0,33,14,527,1315,154681,1711,2201.25,0.9029984783395468,3,152970,0.195877,0.1826111219060346,957.0503296730916,0.660556651753818,0,49.0
25,79101,506,0,3,4,84286,36,3,1,3,486,0.4969847454237326,3,1,0.3886992162997081,0,2,0,27,11,1847,1969,173560,3131,6591.75,0.7427105685204907,3,170429,0.3162859999999999,0.2915289230976783,3539.079174856134,0.6106237607397329,0,51.0
42,80005,571,0,3,19,14166,48,0,0,1,150,0.4166343636458633,3,1,0.2671152523536835,0,3,1,21,23,3395,2423,30629,46026,6667.083333333333,0.8214520518765811,6,2295,0.223666,0.2660634965175941,482.48449823018507,0.09486674556293,0,58.0
54,52160,633,0,1,32,10049,60,1,0,1,204,0.4861233147577801,9,1,0.3265563266398624,0,4,0,25,25,1786,2399,46886,18376,4346.666666666667,0.928269704078113,1,28510,0.198549,0.1910232955024792,261.2427409186421,0.1070343729107305,1,41.6
38,68200,540,0,3,15,50762,36,1,0,1,560,0.3301227499014897,2,0,0.2206960328333842,0,1,0,33,9,1646,948,143657,3157,5683.333333333333,0.6888013501801687,10,140500,0.265762,0.2604002011553633,2046.314811649982,0.4585891164193517,0,49.0
44,34735,508,1,3,18,20445,36,2,3,1,484,0.610272473463907,5,0,0.6912755247448554,0,3,0,18,20,2060,418,270114,48174,2894.583333333333,0.7303420708400864,7,221940,0.251445,0.2749280932142948,840.0862635058287,0.4574358762651488,0,60.0
27,116887,492,0,1,3,69478,60,1,3,1,227,0.3620581366316431,3,1,0.4539557437963271,0,4,1,27,11,3579,2306,30094,29956,9740.583333333334,0.7632196851869452,5,5564,0.328478,0.2627824,2091.663836765418,0.2380415789710149,0,61.0
28,36012,421,0,1,3,21120,60,0,1,2,494,0.3790721737691822,4,0,0.4566573020341501,1,0,0,19,5,6360,1228,423603,24794,3001.0,0.7768109111436334,4,398809,0.3156199999999999,0.3051668933729521,690.0217421302193,0.3945423999101031,0,65.0
46,39663,649,1,2,25,32637,12,0,2,1,1226,0.5179242054983495,5,1,0.1265000636082183,0,1,0,30,22,2105,1089,77247,25516,3305.25,0.8965842611084427,5,51731,0.173137,0.1967624265096245,3018.257569633218,1.2840957778180826,0,50.0
39,127120,499,0,1,16,10899,60,1,0,3,365,0.4691814244336924,3,2,0.5727456270404994,0,1,0,31,23,2138,1899,74054,27785,10593.333333333334,0.6446881091318557,6,46269,0.266399,0.2714861403089767,333.7733148815142,0.0659634973141769,1,45.6
26,15000,564,0,2,1,17540,36,1,2,3,461,0.4597721129879809,4,1,0.319658467690521,0,4,0,33,4,1111,1200,40759,1552,1250.0,0.7330493699728912,5,39207,0.2205399999999999,0.2354576263874938,683.9679051126376,0.91597432409011,0,60.0
58,85122,560,0,2,40,23957,84,0,2,2,364,0.3055189234486745,2,2,0.3513693745412988,0,4,0,14,5,1404,1057,166164,24495,7093.5,0.9005329323752412,4,141669,0.268957,0.295865364332934,678.3537852814974,0.1469449193319937,0,51.0
18,27225,433,0,3,0,22851,24,0,2,2,421,0.0439792840737593,1,2,0.4565333291800659,0,1,0,21,13,1523,4871,74855,25787,2268.75,0.9273903853448662,3,49068,0.281351,0.3254315398201894,1307.767797478875,0.761991315693168,0,57.0
18,30778,504,0,2,0,22786,60,0,2,2,404,0.3056290181091731,2,0,0.1113191366612455,0,0,0,18,13,27145,283,27428,40609,2564.833333333333,0.5521977903908768,7,10127,0.275786,0.2775136642249287,706.0469005606853,0.4327949446594393,0,51.0
60,37728,606,0,3,39,21869,60,1,0,2,1754,0.2674430408653763,2,2,0.6247230015198363,0,4,0,19,28,1039,1940,139698,260568,3144.0,0.4584787488282775,3,1886,0.2238689999999999,0.2307600006759046,617.4526968232855,0.7542788475901034,0,56.0
59,104754,635,0,3,37,11189,24,1,0,0,997,0.1253622595778699,3,2,0.4204109723969633,0,1,0,17,4,4498,714,60080,12319,5007.916666666667,0.92741210241108,5,47761,0.168689,0.1545644106907095,544.9467155634428,0.3079018318788803,0,54.0
36,56891,594,0,2,12,27288,48,0,0,1,288,0.2184933947640416,6,1,0.1643224753938046,0,1,1,27,7,1508,1403,33151,10002,4740.916666666667,0.9743564255751278,8,23149,0.225288,0.2236349856927865,865.1319328451327,0.2432297409808509,0,57.0
51,79736,577,0,2,29,26484,48,0,1,3,323,0.4582382859800422,2,2,0.5568264511393707,0,0,1,19,10,2145,253,125867,146071,6644.666666666667,0.8900514913045116,3,10695,0.232984,0.2263506770426392,843.5647040733209,0.1755640670322044,0,65.0
44,50969,460,0,1,23,27378,60,1,4,1,717,0.2506487983711736,6,0,0.3024389052336677,0,3,0,21,24,1904,310,416963,81313,4247.416666666667,0.7405076474929407,5,335650,0.302378,0.2721367364699539,839.4961674943186,0.3664571408097436,0,48.0
53,25764,581,0,0,32,21622,24,0,3,0,949,0.5823724925820982,5,0,0.4826362161339764,1,4,0,17,25,6419,196,48366,27229,2147.0,0.8422217830158677,5,21137,0.206122,0.2144380089465247,1115.7794665670158,0.961704455783426,0,71.0
18,75616,604,0,2,0,39589,48,1,0,2,291,0.3991174052808401,4,1,0.3745468827331652,0,2,0,25,14,4559,468,99270,35939,6301.333333333333,0.8934071841200361,3,63331,0.232589,0.2426595838080487,1296.5017812911503,0.2519310909793404,0,49.0
42,47452,578,0,2,22,20991,72,0,1,2,472,0.1385512752998993,2,1,0.3246011515921799,0,1,0,31,3,1226,498,206307,15243,3954.3333333333335,0.7043476609754316,8,191064,0.246991,0.29319600390469,622.3181677214732,0.2767389786027496,0,53.0
46,15000,572,0,3,23,51382,72,2,0,1,684,0.3337055048437299,0,2,0.0378692824654223,0,0,0,20,18,578,968,196828,64766,1250.0,0.7186547893863952,6,132062,0.280382,0.3000059820668231,1545.8043938274825,1.7838435150619858,0,48.0
34,38845,514,0,3,15,23318,60,0,0,1,86,0.3295406154536103,0,1,0.3937348262700124,0,0,0,26,1,1379,7912,217689,17020,3237.083333333333,0.6964796987144887,4,200669,0.271318,0.3130545489479566,773.220728535879,0.2654305249692508,0,55.0
69,64338,629,0,3,48,21262,48,1,0,1,213,0.1580222155604699,8,3,0.4790500777184791,0,3,0,33,20,4316,2096,155651,103428,5361.5,0.7859202512844291,7,52223,0.201762,0.2111555338404486,659.7147995174378,0.1627743727534156,0,50.0
19,18769,489,0,1,0,25968,24,0,0,2,670,0.2802305427633272,3,3,0.3132674542706692,0,4,1,32,14,4430,321,61516,56448,1564.0833333333333,0.901732656794817,3,5068,0.256468,0.26759131604213,1408.976737061697,1.3291981908860546,0,62.0
32,20464,629,2,2,8,6307,36,0,0,1,595,0.0994125452910314,1,0,0.1020651538239849,0,3,0,27,8,618,2008,40948,30132,1705.3333333333333,0.9320510739189736,1,10816,0.176807,0.2003682100140214,234.5090644346637,0.4864204834448771,0,52.0
44,153246,559,0,0,21,7704,60,1,0,1,366,0.0318267422064634,2,1,0.1419712159409055,1,4,0,33,15,6950,825,68792,17050,12770.5,0.9063021365844076,8,51742,0.2332039999999999,0.2440468610237599,223.44173493671877,0.0461565118778997,1,45.6
59,120967,611,0,2,34,24560,24,0,0,2,792,0.3529604256247589,1,1,0.2353151267371433,0,4,0,22,1,3046,3082,19826,11965,10080.583333333334,0.8648928752271361,7,7861,0.1940599999999999,0.2112012516493641,1263.48116558547,0.203904982243303,0,51.0
48,29364,572,0,2,26,12570,48,0,0,1,437,0.4247999129720307,1,3,0.3549805195961301,0,0,0,21,8,2648,2906,9492,4379,2447.0,0.684224068972121,5,5113,0.22157,0.196803916379382,380.3724338460642,0.3340304184086899,0,58.0
37,56160,528,0,0,12,12284,36,1,0,0,352,0.1112927147266189,0,1,0.097962114263205,0,2,0,19,21,2329,1153,90388,4308,4680.0,0.8496728652483948,8,86080,0.233284,0.2577014408321986,493.427116344365,0.1806468197317019,0,47.0
49,22758,556,0,1,28,21529,108,0,1,2,213,0.063746318289876,2,1,0.4049856151090669,0,1,1,24,20,1162,1258,12629,7452,1896.5,0.6837185972315922,7,5177,0.288529,0.3060811627452162,587.8526137104227,0.422279258481636,0,63.0
19,83763,578,0,1,0,22790,60,1,0,1,276,0.3332959286341571,1,0,0.053189979250533,0,0,0,18,14,3939,1838,23142,15271,6980.25,0.5404985229789863,3,7871,0.23879,0.2328279149884038,646.1690378699908,0.1321111762286438,0,49.0
37,170969,585,0,3,13,22592,36,1,1,2,400,0.305760881956055,1,0,0.3011754372945335,0,0,0,22,22,1687,3072,67191,15289,14247.416666666666,0.9163206214636616,4,51902,0.215092,0.2031619060364331,843.2438429792661,0.0872610012092905,1,40.0
19,32388,501,0,2,0,16458,36,0,2,1,570,0.0810027172190838,2,2,0.518827137734186,0,3,0,24,18,1398,2092,25708,41533,2699.0,0.9664178413187924,3,6368,0.250958,0.2635379505874987,666.2087177634584,0.4580247194381098,0,58.0
18,30994,604,0,1,0,49557,60,0,0,2,503,0.1334657354783406,6,1,0.2981850250707629,0,2,0,28,18,17331,3166,58970,47474,2582.833333333333,0.9466949772631452,8,11496,0.252557,0.265751381615118,1500.6802144704027,0.775768296239428,0,49.0
50,56683,591,0,1,29,11882,12,1,4,1,363,0.3970465505790904,3,0,0.2634657545916666,0,1,0,27,15,3676,1380,38879,6916,4723.583333333333,0.8766693295633496,5,31963,0.181382,0.1812916159892167,1090.0721924007792,0.3076207382955974,1,41.6
59,17249,608,0,3,40,39680,24,1,3,0,222,0.4141993367548979,0,2,0.2740776075886122,0,2,0,32,16,1160,1454,117294,30792,1437.4166666666667,0.7678271351366157,2,86502,0.2106799999999999,0.2153670487837357,2049.4581295987336,1.5802363937146966,0,50.0
33,98341,553,0,0,11,9378,36,1,0,2,417,0.2557493163070765,4,0,0.4773169559208812,0,0,0,33,21,614,3516,13947,107167,8195.083333333334,0.7364310364643599,9,10386,0.217878,0.2042081238693883,350.5341234994926,0.0936578790330982,1,44.0
46,59380,606,0,4,23,40038,72,0,1,0,520,0.4673681826441638,6,2,0.7265010485976621,0,4,0,24,27,3679,1562,11068,10684,4948.333333333333,0.7001321178337456,1,3240,0.252038,0.2371909647319671,1047.256717001518,0.3167241597173832,0,56.0
68,63858,673,2,1,46,70498,60,0,0,0,273,0.1407412269346177,4,3,0.4186336465221873,0,3,0,30,22,2669,1804,178773,16732,5321.5,0.9271277633364532,8,162041,0.238998,0.2159808804634561,1931.0025361536973,0.4141694139159442,0,48.0
39,24412,624,0,1,18,20679,72,0,3,1,294,0.0940767890419106,1,1,0.1218611906377341,0,1,0,32,29,4158,1082,119369,87788,2034.3333333333333,0.8619992674770056,4,31581,0.223679,0.2136704700996542,511.8424604176948,0.3961211504592962,0,48.0
52,85884,643,0,2,33,27777,120,0,0,1,189,0.2793627024267284,3,0,0.4648777645532796,0,3,0,22,17,2177,595,85847,9121,7157.0,0.8318288406347969,9,76726,0.261277,0.2644062547797125,660.3323321916965,0.1186715568243253,0,50.0
44,18138,606,0,3,21,18546,72,0,2,1,306,0.356537133504961,8,0,0.4117947159099144,0,1,0,27,18,555,6079,120574,15800,1511.5,0.8506377047653891,2,104774,0.230546,0.1923824218901957,436.0781839364981,0.4909548024720464,0,51.0
42,92071,552,1,2,20,28863,12,0,0,1,703,0.3634004069500522,2,0,0.2980813045081992,0,1,0,24,12,2170,7441,70702,10283,7672.583333333333,0.6482037639481508,8,60419,0.217863,0.2109690963450512,2688.8854672264533,0.4420786741397122,0,52.0
40,52667,600,0,0,19,35591,48,2,0,2,376,0.1497568235859471,1,3,0.256395880369652,0,0,0,29,23,2154,701,61128,11341,4388.916666666667,0.833780353533901,4,49787,0.230591,0.2356957569268359,1151.8791854625206,0.348122168066346,0,48.0
37,29211,628,2,1,15,13522,72,0,0,2,327,0.4248491582019679,1,2,0.0465023210169269,0,0,0,21,20,2679,1051,74153,138400,2434.25,0.7054606512070548,4,10329,0.214522,0.2194606669616795,339.3227432566708,0.2737281475841309,0,53.0
30,61571,466,0,1,8,15702,48,0,2,1,570,0.1406343881570595,2,1,0.2297581516788405,0,0,0,24,19,1708,989,145289,23104,5130.916666666667,0.8706315572420051,4,122185,0.277702,0.2616025490074591,530.8458295836606,0.214551492667066,1,37.6
48,93849,564,0,0,24,32749,72,2,3,1,252,0.2772095378302709,9,0,0.0299054478669268,0,2,0,26,29,1850,779,29719,8551,7820.75,0.8146963897500691,1,21168,0.265749,0.2705983856322492,924.0056166629072,0.1503699282885793,1,39.2
34,28233,574,0,1,8,20113,72,1,0,1,258,0.3662390112918136,4,1,0.1076660408810891,0,2,0,19,5,9920,196,50562,8526,2352.75,0.632017034859446,3,42036,0.248113,0.2360192440820914,524.6617616469925,0.3326582771849931,0,54.0
39,62581,598,1,3,16,26797,48,1,1,0,519,0.5236491758188253,0,0,0.3978736992267127,0,3,1,31,7,2181,1564,38382,36414,5215.083333333333,0.7236458865131066,4,1968,0.222797,0.2370714053870732,869.2985392544485,0.2662083135624771,0,65.0
40,72922,579,0,1,19,16604,36,0,4,3,330,0.1084859951441823,4,1,0.3081400447980598,0,1,1,24,5,2118,423,14632,20611,6076.833333333333,0.8420951277595276,9,1284,0.212104,0.2109847669552346,626.396658376225,0.1573840528306231,0,61.0
41,107212,585,0,1,16,11593,96,1,1,1,283,0.3425400139521301,5,1,0.661203548135486,0,0,0,21,14,38421,616,48067,4710,8934.333333333334,0.7884491593816747,6,43357,0.254093,0.2868284509169477,309.11075930346817,0.0662736364552626,1,45.6
34,59025,569,0,2,11,14968,24,1,0,1,263,0.3276129996549948,5,1,0.6936031927793662,0,4,0,20,14,15795,800,302044,21002,4918.75,0.951762661113588,4,281042,0.205468,0.2177698819938469,774.8647837896972,0.2110017349508914,1,41.6
27,30165,515,0,2,4,13988,36,0,1,1,164,0.1297109744242346,2,0,0.2099738280326259,0,3,0,29,29,1378,898,113225,1176,2513.75,0.755749583637274,5,112049,0.241488,0.25765675111377,561.840615733536,0.2887481315697806,0,48.0
18,99680,506,0,0,0,32139,60,1,0,0,400,0.2947133191095336,1,1,0.4920268167905609,0,4,0,20,11,2369,690,145249,54035,4367.166666666667,0.713266242192393,5,91214,0.284139,0.3288502050007287,1097.4699794154417,0.3428927938210376,0,53.0
41,64906,593,1,0,18,18548,60,2,1,2,221,0.2671655764608866,7,2,0.3240139059853752,0,4,0,24,11,1626,2811,164287,22809,5408.833333333333,0.7644856143842507,3,141478,0.227048,0.2274579764823312,520.1714991806681,0.1370298275994209,1,42.400000000000006
42,22202,576,0,3,21,20014,72,0,3,1,716,0.2015937932701439,2,3,0.7410364939035592,0,3,0,27,21,7898,4019,11917,63686,1850.1666666666667,0.8673900297586418,3,6056,0.247014,0.2480054856339398,536.6737943760797,0.6770599735390035,0,60.0
40,62410,543,0,4,15,18390,36,0,4,0,312,0.3477729513069305,4,1,0.34675785026189,0,1,0,18,23,6920,465,56639,30083,5200.833333333333,0.9790542114603884,9,26556,0.2318899999999999,0.229322260147886,711.222334053418,0.1967419966133795,1,43.2
22,57574,556,0,2,0,11807,48,0,0,2,227,0.2916691446486926,2,1,0.2351019442101021,0,2,1,24,22,1857,548,59380,54942,4797.833333333333,0.6824671189609592,3,4438,0.228807,0.2176107767993292,370.46246805327314,0.1245275578670802,0,58.0
33,78371,605,0,2,11,24768,36,1,4,2,233,0.1112792183891284,6,3,0.2014381857556833,0,1,0,28,19,1229,684,41949,60803,6530.916666666667,0.7236273864094411,7,10459,0.2072679999999999,0.2183080166389746,943.734542517166,0.1801790778503016,0,48.0
34,49800,484,0,1,15,13515,48,2,2,3,509,0.1719952056808727,1,1,0.3183734339066105,0,4,0,33,17,4618,640,45034,14294,4150.0,0.8081300743534008,5,30740,0.266515,0.2481804256542622,446.7481056060674,0.2303007483388114,0,54.0
42,54149,542,0,3,20,19291,60,0,1,1,378,0.4410043447727165,8,0,0.1635484397565912,0,0,0,37,19,1426,795,12126,20737,4512.416666666667,0.6294235294332784,3,7151,0.253291,0.2528456662448159,569.4392363696996,0.2099627109722505,0,51.0
43,72408,616,0,2,18,23181,48,0,0,2,803,0.2346544414979507,1,2,0.3654388165555161,1,1,0,22,29,3815,305,22524,33442,6034.0,0.820967193532392,4,5786,0.210181,0.2522172,771.4847975541575,0.2609354984345637,0,63.0
38,15854,510,0,2,12,17657,60,1,1,1,478,0.5105869843625336,1,2,0.1984178079017977,0,3,0,21,16,3849,101,168327,13586,1321.1666666666667,0.4018964717198673,4,154741,0.267657,0.2488967237047835,517.11486420004,0.7532091819351885,0,49.0
41,47437,506,2,3,20,12536,36,2,1,2,327,0.1949473984408446,1,0,0.3830627075130521,0,1,0,31,10,905,1047,67101,72956,3953.0833333333335,0.7971876917954258,3,10693,0.2445359999999999,0.2934431999999999,527.6809378064178,0.216206152448026,0,57.0
52,96889,588,0,3,29,14491,60,2,2,1,250,0.1682736195186762,4,0,0.1821476673292208,0,0,0,22,4,901,720,27707,30931,8074.083333333333,0.9022001696882674,5,2484,0.225491,0.2405392974636385,417.3303265851837,0.0826509089682234,0,51.0
28,56274,491,0,0,3,20655,72,0,2,2,264,0.4870886584184734,2,0,0.2388605353485944,0,4,0,28,4,1935,1539,168787,9429,4689.5,0.8422450514430946,6,159358,0.290155,0.2664489900044095,577.4154696047747,0.1794254120065624,0,52.0
46,40458,452,0,3,24,17426,48,1,3,0,408,0.4487300387629212,4,0,0.2080535524114942,1,0,0,25,4,7996,969,131430,15250,3371.5,0.8868353217450221,4,116180,0.286426,0.2926987427872581,620.0621692764424,0.3049272339541576,0,65.0
21,17989,461,0,3,0,24304,36,0,2,1,201,0.0705222175194958,4,1,0.3980285843755674,0,2,0,14,3,2114,4024,28799,61202,1499.0833333333333,0.8549680083016652,2,8042,0.278804,0.2945276866408922,1024.4720148796075,0.8174809149233027,0,58.0
39,82834,572,0,3,19,29290,60,0,1,2,737,0.1368243593941394,2,1,0.2526286557404109,0,1,0,24,13,4091,616,380718,42496,6902.833333333333,0.9156588465102664,5,338222,0.24829,0.2600550158544952,877.0517452565429,0.2338245278880473,1,35.2
29,94712,523,0,3,6,9668,60,3,0,2,769,0.5469210082733188,1,0,0.3033736495533987,0,4,0,21,7,13164,1605,68036,37242,7892.666666666667,0.9319836050108792,3,30794,0.253168,0.2025344,257.5081348351451,0.1300584679662739,1,44.0
39,30581,463,0,1,16,21609,36,0,0,0,146,0.0925333401941726,1,1,0.0238259463609694,0,4,0,14,19,3908,116,59837,24274,2548.4166666666665,0.8513917029079349,3,35563,0.275109,0.2629794974603057,874.0733841792271,0.4002773163124399,0,50.0
50,66728,595,0,3,27,46881,36,0,0,0,345,0.2080889040029769,3,0,0.1112588774502528,0,0,0,13,23,3150,2464,74428,56796,5560.666666666667,0.8884798026947827,5,17632,0.234381,0.230223453990233,1815.2965005956603,0.3884959538296955,0,50.0
42,46755,559,0,0,19,20423,60,1,2,2,461,0.1078228273769899,4,0,0.2305151046689124,0,0,0,21,10,11563,219,84718,35281,3896.25,0.838064656081644,4,49437,0.245923,0.2141521005824481,557.2915715644148,0.2613517026793493,0,52.0
37,34189,537,0,3,14,13331,60,0,2,0,287,0.0838352578051035,2,2,0.6297013069802582,0,0,0,29,28,2292,1260,50607,4311,2849.083333333333,0.8834640716873751,3,46296,0.249831,0.2710523264713732,407.9053378465933,0.2439048832712018,0,58.0
41,199233,565,0,2,15,21615,36,1,0,2,564,0.2218548474880934,3,1,0.5621842478293536,0,0,0,17,25,1789,1136,102209,8821,16602.75,0.9489798038097964,2,93388,0.2241149999999999,0.2246709240595054,830.7188652496179,0.0840052922106047,1,43.2
33,47057,570,0,3,6,17366,96,1,2,2,168,0.098660690888741,4,2,0.1955767303367653,0,0,0,21,12,2125,878,61842,19348,3921.4166666666665,0.8656969575601628,9,42494,0.267366,0.2535507865888275,423.8804556399196,0.1509353649335706,0,50.0
